"address","Apart","gu","dong","long","lat","distance","place","lon","lat"
"구의강변로 64","아크로리버","광진구","구의동",127.0927381,37.53630354,765.051602499727,"서울특별시 광진구 자양동 685 편안한요양병원",127.086441,37.5315816
"구의강변로 84","세양","광진구","구의동",127.0938236,37.53796023,952.96667349187,"서울특별시 광진구 자양동 627-3 혜민병원",127.0835435,37.5353461
"구의강변로 94","구의현대6단지","광진구","구의동",127.0941037,37.53883624,1009.89366469594,"서울특별시 광진구 자양동 627-3 혜민병원",127.0835435,37.5353461
"구의강변로3가길 39","구의현대7단지현대홈타운","광진구","구의동",127.0911831,37.53712853,702.953551042677,"서울특별시 광진구 자양동 627-3 혜민병원",127.0835435,37.5353461
"구의강변로5길 7","성동강변파크빌101(강변타워)","광진구","구의동",127.0930532,37.53794471,887.888359523755,"서울특별시 광진구 자양동 627-3 혜민병원",127.0835435,37.5353461
"구의로16길 58","그레이스홈타운(102동)","광진구","구의동",127.0931725,37.54259826,1172.243725602,"서울특별시 광진구 자양동 627-3 혜민병원",127.0835435,37.5353461
"구일로 154","우방","구로구","구로동",126.8745866,37.49734205,769.187928094521,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구일로 18","칠성3","구로구","구로동",126.8774733,37.48884127,759.672490976261,"서울특별시 구로구 구로동 80 고려대부속구로병원",126.8849478,37.4922173
"구일로10길 53","현대상선","구로구","구로동",126.8747208,37.49560019,863.548343001859,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구일로2길 60","구일우성","구로구","구로동",126.8767412,37.48958704,781.762853310036,"서울특별시 구로구 구로동 80 고려대부속구로병원",126.8849478,37.4922173
"구일로4길 22","주공2","구로구","구로동",126.8760293,37.4914234,792.671797753866,"서울특별시 구로구 구로동 80 고려대부속구로병원",126.8849478,37.4922173
"구일로4길 46","현대연예인","구로구","구로동",126.8762107,37.49260026,772.878080955581,"서울특별시 구로구 구로동 80 고려대부속구로병원",126.8849478,37.4922173
"구일로4길 65","주공1","구로구","구로동",126.876057,37.49356897,799.55755328331,"서울특별시 구로구 구로동 80 고려대부속구로병원",126.8849478,37.4922173
"구일로8길 107","한국현대","구로구","구로동",126.8756897,37.4976702,851.561906661506,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구일로8길 121","현대의보아파트","구로구","구로동",126.8762652,37.49817772,888.722046213192,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구일로8길 31","우성(1058)","구로구","구로동",126.8730472,37.49503032,781.43818501428,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구일로8길 63","한신","구로구","구로동",126.8741456,37.49609379,791.833918571736,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구일로8길 92","중앙하이츠","구로구","구로동",126.8753037,37.49698394,842.332549039637,"서울특별시 구로구 고척동 76-189 구로성심병원",126.8663721,37.499638
"구천면로 278","동아하이빌아파트","강동구","천호동",127.133275,37.54469574,802.338315736826,"서울특별시 강동구 천호동 357 서울현대요양병원",127.12481,37.542069
"구천면로 297","이연아마빌레(293-8)","강동구","천호동",127.1339316,37.54640541,713.568333152435,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"구천면로 365","암사e편한세상","강동구","암사동",127.1392063,37.55073274,952.541848660987,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"구천면로 366","우성","강동구","천호동",127.1393208,37.55043228,964.629770943456,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"구천면로 557","중앙하이츠","강동구","상일동",127.1601065,37.55027451,367.812557976617,"서울특별시 강동구 상일동 149 강동경희대학교병원",127.157008,37.5524842
"구천면로13길 17","한건브리앙아파트","강동구","천호동",127.1224084,37.54278164,226.336480853965,"서울특별시 강동구 천호동 357 서울현대요양병원",127.12481,37.542069
"구천면로41길 79","중앙하이츠","강동구","천호동",127.1299016,37.54785484,383.832535781569,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"구천면로42길 16","한신아파트","강동구","천호동",127.135023,37.54614094,802.334980329212,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"구천면로47길 69","효정하나플러스","강동구","암사동",127.1347537,37.55114112,558.729424903755,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"구천면로68길 38","평대보민아파트","강동구","천호동",127.14263,37.54899894,1275.42759506629,"서울특별시 강동구 암사동 501-10 동부센트럴요양병원",127.1284231,37.5510975
"국사봉1길 18","(323-4)","동작구","상도동",126.9295463,37.4988242,330.705768973289,"서울특별시 동작구 상도동 250-16 상도성모병원",126.9332258,37.4993755
"국사봉길 175","상도2차갑을명가","동작구","상도동",126.93457,37.49369243,643.679422517682,"서울특별시 동작구 상도동 250-16 상도성모병원",126.9332258,37.4993755
"국사봉길 178","상도갑을명가1차","동작구","상도동",126.9344693,37.49355705,656.951987494624,"서울특별시 동작구 상도동 250-16 상도성모병원",126.9332258,37.4993755
"국제금융로 108","진주","영등포구","여의도동",126.9336319,37.51879332,275.314943927405,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로 109","삼익","영등포구","여의도동",126.9341142,37.51892956,238.510842976021,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로 79","한양","영등포구","여의도동",126.932136,37.52108133,510.538472020429,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로 86","롯데캐슬아이비","영등포구","여의도동",126.9319094,37.52031557,479.89953241221,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로7가길 21","화랑","영등포구","여의도동",126.9348013,37.52206586,457.297053403221,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로7길 1","수정","영등포구","여의도동",126.9310408,37.52238303,678.416202793786,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로7길 20","대교","영등포구","여의도동",126.9327295,37.52305281,639.306176450314,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로7길 27","삼부","영등포구","여의도동",126.9332931,37.52374947,682.478858232784,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국제금융로7길 32","장미","영등포구","여의도동",126.9338346,37.52383209,671.518399923253,"서울특별시 영등포구 여의도동 62 여의도성모병원",126.9366694,37.5182344
"국회대로 269","상록","양천구","목동",126.8647912,37.53015019,204.11346065855,"서울특별시 양천구 목동 793-3 홍익병원목동관",126.8640927,37.5318981
"국회대로 552","삼익","영등포구","당산동3가",126.89565,37.52826243,159.512782999404,"서울특별시 영등포구 당산동3가 386-3 영등포병원",126.8956711,37.5268296
"국회대로 597","당산동반도유보라팰리스","영등포구","당산동4가",126.9006983,37.52696624,444.081228423351,"서울특별시 영등포구 당산동3가 386-3 영등포병원",126.8956711,37.5268296
"국회대로29길 13","유원제일","영등포구","당산동4가",126.8970064,37.52932724,301.994309944619,"서울특별시 영등포구 당산동3가 386-3 영등포병원",126.8956711,37.5268296
"국회대로37길 22","금호","영등포구","당산동4가",126.9005644,37.52870276,479.686813189439,"서울특별시 영등포구 당산동3가 386-3 영등포병원",126.8956711,37.5268296
"국회대로53길 30","드림시드","영등포구","당산동",126.9065202,37.52820154,628.498049666915,"서울특별시 영등포구 영등포동7가 94-180 한강성심병원",126.9096996,37.52315
"국회대로55길 16","성재I캐슬 2차","영등포구","당산동",126.9081954,37.52655336,401.461119953358,"서울특별시 영등포구 영등포동7가 94-180 한강성심병원",126.9096996,37.52315
"국회대로55길 20","성재아이캐슬","영등포구","당산동",126.9079942,37.52702707,457.101867544261,"서울특별시 영등포구 영등포동7가 94-180 한강성심병원",126.9096996,37.52315
"국회대로76가길 11","순복음(초원)","영등포구","여의도동",126.9240203,37.53077043,1522.50953591383,"서울특별시 영등포구 영등포동7가 94-180 한강성심병원",126.9096996,37.52315
"국회대로7길 21","우영","강서구","화곡동",126.8597119,37.52992824,104.136419270441,"서울특별시 강서구 화곡동 786-6 새미래요양병원",126.8608475,37.5296751
"국회대로7길 91","신도금잔디","강서구","화곡동",126.8557973,37.52944216,446.588737513628,"서울특별시 강서구 화곡동 786-6 새미래요양병원",126.8608475,37.5296751
"군자로 100","현대(힐탑)","광진구","군자동",127.0714791,37.55199402,1245.10783197216,"서울특별시 광진구 화양동 4-12 건국대학교병원",127.0722209,37.5408245
"군자로 100","서원힐탑","광진구","군자동",127.0714791,37.55199402,1245.10783197216,"서울특별시 광진구 화양동 4-12 건국대학교병원",127.0722209,37.5408245
"군자로12길 46","일성파크","광진구","군자동",127.0726183,37.55214531,1260.71481316797,"서울특별시 광진구 화양동 4-12 건국대학교병원",127.0722209,37.5408245
"금낭화로 100","청성","강서구","방화동",126.8117311,37.57419563,274.633670131995,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로 12","청성(877-0)","강서구","방화동",126.8119541,37.56634023,42.0821933028928,"서울특별시 강서구 방화동 606-36 바른세상병원",126.8115905,37.5660956
"금낭화로 167","개화","강서구","방화동",126.8136189,37.58020671,883.18885673413,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로 258","진로","강서구","방화동",126.8085704,37.57698592,419.836157507384,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로 287","방화5","강서구","방화동",126.8117711,37.57668525,462.708516146993,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로13길 36","태승훼미리4차","강서구","방화동",126.8094885,37.57172058,175.792960295139,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로23길 8","동성","강서구","방화동",126.8127514,37.57885415,714.348033078002,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로24가길 28","치현마을동일스위트리버","강서구","방화동",126.8153342,37.57935682,889.682801640309,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금낭화로24가길 6","동일스위트리버2차","강서구","방화동",126.8159695,37.5787582,878.64907960596,"서울특별시 강서구 방화동 487-5 강서성모병원",126.808871,37.573222
"금하로 750","우방","금천구","시흥동",126.9129567,37.44996674,1190.0081620189,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"금하로 793","벽산","금천구","시흥동",126.917759,37.44989813,1487.73171057475,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"금하로 816","관악산벽산타운5","금천구","시흥동",126.9209225,37.44981597,1715.62051572991,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"금하로23길 52","백운한비치Ⅱ","금천구","시흥동",126.9090657,37.45353369,667.352187067918,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"금하로23라길 31","현대(209)","금천구","시흥동",126.9107992,37.45363614,753.891454226427,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"금하로24나길 48","관악산신도브래뉴","금천구","시흥동",126.9109672,37.44833463,1227.96749420892,"서울특별시 금천구 시흥동 882-31 희명병원",126.9005925,37.4556729
"금하로30길 34","탑스빌","금천구","시흥동",126.9160434,37.44905115,1443.21419075332,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"금하로3길 26","시흥목련","금천구","시흥동",126.8971956,37.4547051,318.927218537096,"서울특별시 금천구 시흥동 882-31 희명병원",126.9005925,37.4556729
"금호로 100","벽산","성동구","금호동1가",127.0256762,37.5522946,518.185242123482,"서울특별시 성동구 금호동4가 119 현대종합동물병원",127.0254199,37.5476441
"금호로 107","래미안하이리버","성동구","금호동2가",127.0239241,37.55203865,413.17221559549,"서울특별시 성동구 금호동2가 500-9 서울중앙병원",127.0192437,37.551954
"금호로 117","금호자이1차","성동구","금호동2가",127.0234153,37.552875,382.168092062408,"서울특별시 성동구 금호동2가 500-9 서울중앙병원",127.0192437,37.551954
"금호로 15","서울숲푸르지오","성동구","금호동4가",127.0241571,37.54490047,325.120725917866,"서울특별시 성동구 금호동4가 119 현대종합동물병원",127.0254199,37.5476441
"금호로 17","서울숲푸르지오2차","성동구","금호동4가",127.0238371,37.54513549,312.250602437364,"서울특별시 성동구 금호동4가 119 현대종합동물병원",127.0254199,37.5476441
"금호산8길 14","금호자이2차","성동구","금호동3가",127.0215212,37.55018347,281.509820746339,"서울특별시 성동구 금호동2가 500-9 서울중앙병원",127.0192437,37.551954
"금호산8길 5","금호1차푸르지오","성동구","금호동3가",127.0203785,37.55048931,191.351044331616,"서울특별시 성동구 금호동2가 500-9 서울중앙병원",127.0192437,37.551954
"금호산9가길 52","상기","성동구","금호동2가",127.0189069,37.55259142,76.9314221710559,"서울특별시 성동구 금호동2가 500-9 서울중앙병원",127.0192437,37.551954
"금호산길 27","금호한신","성동구","금호동3가",127.0188983,37.55063074,150.425675214161,"서울특별시 성동구 금호동2가 500-9 서울중앙병원",127.0192437,37.551954
"긴고랑로15길 32","삼민","광진구","중곡동",127.0837887,37.56331303,1501.81538446103,"서울특별시 동대문구 장안동 309-10 새서울병원",127.072099,37.573119
"긴고랑로1길 55","중곡2단지","광진구","중곡동",127.0784835,37.56637502,938.583813822182,"서울특별시 동대문구 장안동 309-10 새서울병원",127.072099,37.573119
"길음로 118","길음뉴타운4단지(e편한세상)","성북구","길음동",127.0177911,37.61224172,1078.92941027663,"서울특별시 성북구 길음동 21-72 서울 척병원",127.0292221,37.6087865
"길음로 119","길음뉴타운2단지푸르지오","성북구","길음동",127.0173956,37.6122905,1113.47481167008,"서울특별시 성북구 길음동 21-72 서울 척병원",127.0292221,37.6087865
"길음로 141","신안파크","성북구","길음동",127.0164388,37.61408154,956.523059552735,"서울특별시 강북구 미아동 734-108 효성요양병원",127.0205114,37.6220456
"길음로 16","길음뉴타운6단지(래미안)","성북구","길음동",127.0234039,37.60458381,403.826940869274,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"길음로 33","길음뉴타운8단지(래미안)","성북구","길음동",127.0218948,37.60574692,499.871379149211,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"길음로 74","길음뉴타운5단지(래미안)","성북구","길음동",127.0205294,37.60908404,767.295633097747,"서울특별시 성북구 길음동 21-72 서울 척병원",127.0292221,37.6087865
"길음로13길 11","길음현대","성북구","길음동",127.0198323,37.60849453,819.08334581675,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"길음로13길 22","길음뉴타운7단지(두산위브)","성북구","길음동",127.0192568,37.60866523,848.444690864691,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"길음로13길 39","길음뉴타운3단지푸르지오","성북구","길음동",127.01815,37.60887566,898.958751898246,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"길음로9길 40","길음뉴타운1단지(래미안길음1차)","성북구","길음동",127.0197816,37.60523053,468.42814089921,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"길음로9길 50","길음뉴타운9단지(래미안)","성북구","길음동",127.0196892,37.60475618,422.143654152331,"서울특별시 성북구 정릉동 16-512 새마음요양병원",127.0215566,37.6012645
"까치산로 157","광산(1122-4)","강서구","화곡동",126.8523923,37.55145096,619.670900633695,"서울특별시 강서구 등촌동 657 부민병원",126.850927,37.556895
"까치산로 88","강동","강서구","화곡동",126.8483414,37.54628654,675.076206613718,"서울특별시 강서구 화곡동 105-68 더와이즈황병원",126.8428801,37.5420409
"까치산로12길 7","신원센스빌","강서구","화곡동",126.8473173,37.54490065,504.708637407409,"서울특별시 강서구 화곡동 105-68 더와이즈황병원",126.8428801,37.5420409
"까치산로14길 26","(46-410)","강서구","화곡동",126.8483158,37.5449787,580.636001637628,"서울특별시 강서구 화곡동 105-68 더와이즈황병원",126.8428801,37.5420409
"나루터로4길 28","신반포8","서초구","잠원동",127.0130499,37.51272266,648.179395582517,"서울특별시 서초구 잠원동 38-25 기린한방병원",127.0200781,37.5110423
"나루터로4길 39","신반포10","서초구","잠원동",127.0135464,37.51175292,582.163125334929,"서울특별시 서초구 잠원동 38-25 기린한방병원",127.0200781,37.5110423
"나루터로4길 49","신반포17","서초구","잠원동",127.0134403,37.5107918,586.799121305508,"서울특별시 서초구 잠원동 38-25 기린한방병원",127.0200781,37.5110423
"나루터로4길 61","신반포11","서초구","잠원동",127.0125878,37.50990582,673.408811720095,"서울특별시 서초구 잠원동 38-25 기린한방병원",127.0200781,37.5110423
"나루터로4길 70","한신타운","서초구","잠원동",127.011534,37.50972181,768.659643837514,"서울특별시 서초구 잠원동 38-25 기린한방병원",127.0200781,37.5110423
"낙산5길 22","그린","종로구","창신동",127.0107391,37.57933322,839.57002249309,"서울특별시 종로구 연건동 28-14 서울대학교병원 의학연구혁신센터",127.0014281,37.5777744
"낙산길 198","창신쌍용2","종로구","창신동",127.0124,37.58127025,771.911017855174,"서울특별시 성북구 보문동4가 18 성북웰니스 요양병원",127.0208675,37.583018
"낙산길 243","삼선현대힐스테이트","성북구","삼선동2가",127.0147181,37.58266304,543.922586478697,"서울특별시 성북구 보문동4가 18 성북웰니스 요양병원",127.0208675,37.583018
"낙산길 255","이편한세상 보문","성북구","보문동3가",127.0154636,37.58202744,489.307971363169,"서울특별시 성북구 보문동4가 18 성북웰니스 요양병원",127.0208675,37.583018
"낙성대로 37","낙성대현대(296)","관악구","봉천동",126.9593022,37.47514329,543.001303223816,"서울특별시 관악구 봉천동 1673-17 장튼위튼병원",126.9572502,37.4797413
"낙성대로15길 66","인헌","관악구","봉천동",126.9618116,37.46809948,1357.17063100769,"서울특별시 관악구 봉천동 1673-17 장튼위튼병원",126.9572502,37.4797413
"난계로 114","금호베스트빌","성동구","하왕십리동",127.0252609,37.56175506,417.741280038565,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로 169","DUO302","중구","황학동",127.0233627,37.56667019,422.389665510295,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로 173","한양I-Class","중구","황학동",127.0233408,37.56702738,443.077406982244,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로 73","극동미라주","성동구","하왕십리동",127.0235575,37.55865871,792.370249794011,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로 84","풍림아이원","성동구","하왕십리동",127.0240057,37.55938423,702.458601127347,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로10길 9","한진그랑빌","중구","신당동",127.025817,37.563546,228.567513307323,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로11길 30","황학동 코아루","중구","황학동",127.0221876,37.56657929,513.854901996463,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로13길 17","중구리버빌","중구","황학동",127.0225109,37.56730225,521.772498697449,"서울특별시 성동구 하왕십리동 1070-3 동인병원",127.027656,37.564992
"난계로29가길 17","주건축물제1동","종로구","숭인동",127.0226332,37.57371824,247.483081070204,"서울특별시 동대문구 신설동 103-10 마리아병원",127.0253967,37.5740994
"난계로29가길 20","숭인한양LEEPS","종로구","숭인동",127.0224805,37.5736158,262.862892994852,"서울특별시 동대문구 신설동 103-10 마리아병원",127.0253967,37.5740994
"난계로29가길 24","종로동광모닝스카이","종로구","숭인동",127.0224879,37.57340592,267.998027427788,"서울특별시 동대문구 신설동 103-10 마리아병원",127.0253967,37.5740994
"난계로29길 33","종로유케이201","종로구","숭인동",127.0213286,37.57386905,359.83560090904,"서울특별시 동대문구 신설동 103-10 마리아병원",127.0253967,37.5740994
"난곡로 167","그대家","관악구","신림동",126.9197799,37.47007047,453.137047527011,"서울특별시 관악구 신림동 727-44 조인트힐병원",126.9175728,37.4737449
"난곡로 30","관악산휴먼시아 1단지","관악구","신림동",126.9219015,37.46120876,1446.97666918991,"서울특별시 관악구 신림동 727-44 조인트힐병원",126.9175728,37.4737449
"난곡로 55","관악산휴먼시아 2단지","관악구","신림동",126.9191856,37.46042939,1277.50573938329,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"난곡로 66","신림2차푸르지오","관악구","신림동",126.9193225,37.46136628,1310.43096812556,"서울특별시 금천구 시흥동 852-34 성메디칼병원빌딩",126.9049241,37.4585467
"난곡로35길 28","건영2","관악구","신림동",126.9177071,37.47186625,209.466677579293,"서울특별시 관악구 신림동 727-44 조인트힐병원",126.9175728,37.4737449
"난곡로47길 9","한라타운아파트","관악구","신림동",126.91507,37.47671212,397.484419273976,"서울특별시 관악구 신림동 727-44 조인트힐병원",126.9175728,37.4737449
"난곡로48길 20","신화아트벨리1차","관악구","신림동",126.9165787,37.476773,348.339412236048,"서울특별시 관악구 신림동 727-44 조인트힐병원",126.9175728,37.4737449
"남부순환로 11","공항동부센트레빌","강서구","공항동",126.8078024,37.5607844,679.188782376032,"서울특별시 강서구 방화동 606-36 바른세상병원",126.8115905,37.5660956
"남부순환로 1266","가산양우내안에애플","금천구","가산동",126.8912767,37.47881747,229.374552984297,"서울특별시 구로구 가리봉동 137-8 정성요양병원",126.8938691,37.4789329
"남부순환로 1299","효성","구로구","가리봉동",126.8951941,37.47874021,119.000631932519,"서울특별시 구로구 가리봉동 137-8 정성요양병원",126.8938691,37.4789329
"남부순환로 1430","신림푸르지오","관악구","신림동",126.9099346,37.48020579,222.830003941663,"서울특별시 관악구 신림동 543-18 서울본병원",126.9118202,37.4815354
"남부순환로 1773","마에스트로캠퍼스타운","관악구","봉천동",126.9473086,37.48210225,121.200220411918,"서울특별시 관악구 봉천동 884-44 미래드림여성병원",126.9486649,37.4819379
"남부순환로 1802","관악캠퍼스타워","관악구","봉천동",126.95025,37.48131787,156.110780440175,"서울특별시 관악구 봉천동 884-44 미래드림여성병원",126.9486649,37.4819379
"남부순환로 1979","제창그로힐","관악구","봉천동",126.9686954,37.47559334,986.626916918535,"서울특별시 동작구 사당동 265-12 모범동물병원",126.9733334,37.483656
"남부순환로 2183","방배래미안타워","서초구","방배동",126.9912482,37.47457391,311.257959780566,"서울특별시 서초구 방배동 481-7 대항병원",126.9879405,37.4755368
"남부순환로 2311","래미안방배아트힐(1008-2)","서초구","방배동",127.0043163,37.47659519,848.186201971201,"서울특별시 서초구 서초동 1460-12 부원의료재단서초요양병원신관",127.0093404,37.4830882
"남부순환로 2614","한솔로이젠트","서초구","양재동",127.0365845,37.48459776,129.255415611872,"서울특별시 강남구 도곡동 914-2 강남베드로병원",127.0378101,37.4852321
"남부순환로 2615","도곡스타클래스","강남구","도곡동",127.0358918,37.48504432,170.734181858921,"서울특별시 강남구 도곡동 914-2 강남베드로병원",127.0378101,37.4852321
"남부순환로 2740","럭키(462)","강남구","도곡동",127.0457814,37.48598215,552.762331044905,"서울특별시 강남구 도곡동 910-27 베드로병원",127.039546,37.4855629
"남부순환로 2803","삼성래미안","강남구","도곡동",127.0517951,37.48952838,600.933258866819,"서울특별시 강남구 도곡동 146-92 강남세브란스병원",127.0463261,37.4927395
"남부순환로 2912","개포우성2","강남구","대치동",127.0562296,37.4907981,808.031714853612,"서울특별시 강남구 대치동 939-24 베스티안병원",127.057186,37.498017
"남부순환로 297","행복한세상","양천구","신월동",126.8257905,37.54008588,372.505326706976,"서울특별시 양천구 신월동 51-9 메디힐병원",126.8280387,37.537254
"남부순환로 328","근상아트프리즘","양천구","신월동",126.8268968,37.53750286,104.53480916639,"서울특별시 양천구 신월동 51-9 메디힐병원",126.8280387,37.537254
"남부순환로 330","덕수펠리체(45)","양천구","신월동",126.8270648,37.53725574,85.967936964747,"서울특별시 양천구 신월동 51-9 메디힐병원",126.8280387,37.537254
"남부순환로 565","명산그린빌","양천구","신월동",126.8392291,37.51830543,882.24808764868,"서울특별시 양천구 신정동 1320-7 서울특별시서남병원",126.8332222,37.5119722
"남부순환로 569","세아쎄닛빌","양천구","신월동",126.8393461,37.51806568,867.472539735174,"서울특별시 양천구 신정동 1320-7 서울특별시서남병원",126.8332222,37.5119722
"남부순환로 585","유림웰스빌","양천구","신월동",126.8399145,37.51672097,792.867333269378,"서울특별시 양천구 신정동 1320-7 서울특별시서남병원",126.8332222,37.5119722
"남부순환로 591","삼도(101)","양천구","신월동",126.8401497,37.51613872,767.652951983352,"서울특별시 양천구 신정동 1320-7 서울특별시서남병원",126.8332222,37.5119722
"남부순환로 775","개봉푸르지오","구로구","개봉동",126.8474126,37.50057547,605.043001612379,"서울특별시 구로구 개봉동 43-1 미소들병원",126.8411893,37.5028483
"남부순환로107길 12","미래하이츠","구로구","가리봉동",126.893922,37.47920333,30.4646930452151,"서울특별시 구로구 가리봉동 137-8 정성요양병원",126.8938691,37.4789329
"남부순환로120길 22","삼익","금천구","독산동",126.9011087,37.47821248,480.358245586254,"서울특별시 금천구 독산동 899-5 구로한방병원",126.9061018,37.4799212
"남부순환로144길 71","흥원","관악구","신림동",126.9133455,37.47818898,396.141995350149,"서울특별시 관악구 신림동 543-18 서울본병원",126.9118202,37.4815354
"남부순환로194길 7","로마","관악구","신림동",126.9349236,37.48433387,213.523565389472,"서울특별시 관악구 신림동 10-715 양지병원",126.9325109,37.4842166
"남부순환로198길 10","효림다온","관악구","신림동",126.936705,37.48395643,371.614066133246,"서울특별시 관악구 신림동 10-715 양지병원",126.9325109,37.4842166
"남부순환로198길 7","성우","관악구","신림동",126.936929,37.48393124,391.561426214822,"서울특별시 관악구 신림동 10-715 양지병원",126.9325109,37.4842166
"남부순환로218길 1","서울대역마에스트로","관악구","봉천동",126.9506344,37.48118095,193.312144499639,"서울특별시 관악구 봉천동 884-44 미래드림여성병원",126.9486649,37.4819379
"남부순환로218길 37","프라비다2","관악구","봉천동",126.950379,37.47969484,292.021406312702,"서울특별시 관악구 봉천동 884-44 미래드림여성병원",126.9486649,37.4819379
"남부순환로220길 29","코스모블루","관악구","봉천동",126.9517404,37.47991161,353.117789099615,"서울특별시 관악구 봉천동 884-44 미래드림여성병원",126.9486649,37.4819379
"남부순환로230길 111","코스코수","관악구","봉천동",126.9543073,37.47521417,515.499343148064,"서울특별시 관악구 봉천동 1664-1 사랑의병원",126.9562706,37.479575
"남부순환로230길 93","반석블레스빌","관악구","봉천동",126.9547093,37.47592901,428.665938333359,"서울특별시 관악구 봉천동 1664-1 사랑의병원",126.9562706,37.479575
"남부순환로230길 94","푸르빌3차","관악구","봉천동",126.9544884,37.4760319,424.679112093091,"서울특별시 관악구 봉천동 1664-1 사랑의병원",126.9562706,37.479575
"남부순환로248길 56","낙성대현대아파트","관악구","봉천동",126.9657794,37.47357657,1019.16828279365,"서울특별시 관악구 봉천동 1673-17 장튼위튼병원",126.9572502,37.4797413
"남부순환로248길 78","아이펠리스","관악구","봉천동",126.9661659,37.47272313,1109.39317536575,"서울특별시 관악구 봉천동 1673-17 장튼위튼병원",126.9572502,37.4797413
"남부순환로249길 13","늘푸른3차","관악구","봉천동",126.9670369,37.47654534,934.91126858084,"서울특별시 관악구 봉천동 1673-17 장튼위튼병원",126.9572502,37.4797413
"남부순환로249길 21","늘푸른5차","관악구","봉천동",126.9676397,37.47664649,928.356589697535,"서울특별시 동작구 사당동 265-12 모범동물병원",126.9733334,37.483656
"남부순환로249길 5","낙성대늘푸른","관악구","봉천동",126.9672892,37.47613186,973.637639363063,"서울특별시 관악구 봉천동 1673-17 장튼위튼병원",126.9572502,37.4797413
